United States, Live births by calendar year and age (Lexis squares, age in completed years (ACY))
Last modified: 25/03/2025
Year    Age        Total
2009     39     59620.00
2009     40     42437.00
2009     41     28181.00
2009     42     17941.00
2009     43     10805.00
2009     44      6463.00
2009     45      3512.00
2009     46      1918.00
2009     47      1028.00
2009     48       523.00
2009     49       339.00
2009     50       283.35
2009     51       173.40
2009     52        76.45
2009     53        28.49
2009     54         7.32
2009     55+        0.00
2010     12-      130.00
2010     13       692.00
2010     14      3675.00
2010     15     13475.00
2010     16     33362.00
2010     17     62336.00
2010     18    104052.00
2010     19    154453.00
2010     20    177336.00
2010     21    182206.00
2010     22    192380.00
2010     23    195131.00
2010     24    204635.00
2010     25    213631.00
2010     26    220076.00
2010     27    228946.00
2010     28    235545.00
2010     29    235515.00
2010     30    228978.00
2010     31    213312.00
2010     32    193917.00
2010     33    174657.00
2010     34    151306.00
2010     35    133063.00
2010     36    109285.00
2010     37     88966.00
2010     38     73594.00
2010     39     59962.00
2010     40     43086.00
2010     41     28731.00
2010     42     18115.00
2010     43     11041.00
2010     44      6072.00
2010     45      3445.00
2010     46      1832.00
2010     47       974.00
2010     48       574.00
2010     49       329.00
2010     50       283.44
2010     51       174.69
2010     52        76.84
2010     53        28.74
2010     54         7.28
2010     55+        0.00
2011     12-      100.00
2011     13       611.00
2011     14      3263.00
2011     15     11739.00
2011     16     29072.00
2011     17     54727.00
2011     18     92625.00
2011     19    141609.00
2011     20    168001.00
2011     21    179024.00
2011     22    187912.00
2011     23    192141.00
2011     24    198122.00
2011     25    210525.00
2011     26    218995.00
2011     27    225321.00
2011     28    234921.00
2011     29    237821.00
2011     30    231116.00
2011     31    221038.00
2011     32    199022.00
2011     33    178153.00
2011     34    157353.00
2011     35    133721.00
2011     36    112332.00
2011     37     89663.00
2011     38     71075.00
2011     39     57058.00
2011     40     43703.00
2011     41     29813.00
2011     42     18454.00
2011     43     10904.00
2011     44      6046.00
2011     45      3335.00
2011     46      1796.00
2011     47       939.00
2011     48       600.00
2011     49       355.00
2011     50       296.39
2011     51       176.11
2011     52        76.78
2011     53        28.46
2011     54         7.27
2011     55+        0.00
2012     12-       78.00
2012     13       574.00
2012     14      3020.00
2012     15     10908.00
2012     16     26278.00
2012     17     49237.00
2012     18     85310.00
2012     19    133655.00
2012     20    161023.00
2012     21    175345.00
2012     22    188718.00
2012     23    192051.00
2012     24    199674.00
2012     25    207026.00
2012     26    218069.00
2012     27    228245.00
2012     28    232543.00
2012     29    238017.00
2012     30    236700.00
2012     31    225582.00
2012     32    207568.00
2012     33    182531.00
2012     34    161035.00
2012     35    138905.00
2012     36    112927.00
2012     37     92268.00
2012     38     71833.00
2012     39     56385.00
2012     40     42150.00
2012     41     30303.00
2012     42     19306.00
2012     43     11420.00
2012     44      6400.00
2012     45      3405.00
2012     46      1874.00
2012     47      1004.00
2012     48       539.00
2012     49       335.00
2012     50       296.77
2012     51       185.28
2012     52        80.65
2012     53        29.77
2012     54         7.53
2012     55+        0.00
2013     12-       71.00
2013     13       459.00
2013     14      2568.00
2013     15      9424.00
2013     16     22534.00
2013     17     42862.00
2013     18     76140.00
2013     19    122145.00
2013     20    150958.00
2013     21    167180.00
2013     22    185108.00
2013     23    193777.00
2013     24    199722.00
2013     25    207664.00
2013     26    214858.00
2013     27    226998.00
2013     28    234319.00
2013     29    236938.00
2013     30    236805.00
2013     31    230819.00
2013     32    212219.00
2013     33    190754.00
2013     34    166330.00
2013     35    142805.00
2013     36    117869.00
2013     37     93124.00
2013     38     73720.00
2013     39     56355.00
2013     40     41654.00
2013     41     29648.00
2013     42     19785.00
2013     43     11912.00
2013     44      6485.00
2013     45      3688.00
2013     46      1881.00
2013     47       965.00
2013     48       580.00
2013     49       381.00
2013     50       341.31
2013     51       206.56
2013     52        89.34
2013     53        31.87
2013     54         7.92
2013     55+        0.00
2014     12-       82.00
2014     13       383.00
2014     14      2304.00
2014     15      8085.00
2014     16     20158.00
2014     17     38548.00
2014     18     69374.00
2014     19    112913.00
2014     20    143204.00
2014     21    160815.00
2014     22    181129.00
2014     23    193271.00
2014     24    204148.00
2014     25    212005.00
2014     26    219988.00
2014     27    228580.00
2014     28    239826.00
2014     29    244993.00
2014     30    241074.00
2014     31    238920.00
2014     32    222959.00
2014     33    199920.00
2014     34    178185.00
2014     35    151303.00
2014     36    123849.00
2014     37     98576.00
2014     38     75810.00
2014     39     59210.00
2014     40     42276.00
2014     41     28977.00
2014     42     19609.00
2014     43     12130.00
2014     44      7029.00
2014     45      3706.00
2014     46      1938.00
2014     47      1063.00
2014     48       581.00
2014     49       412.00
2014     50       378.37
2014     51       227.37
2014     52        94.97
2014     53        33.98
2014     54         8.32
2014     55+        0.00
2015     12-       63.00
2015     13       390.00
2015     14      2047.00
2015     15      7589.00
2015     16     18430.00
2015     17     35165.00
2015     18     63508.00
2015     19    105023.00
2015     20    134500.00
2015     21    153021.00
2015     22    173005.00
2015     23    187641.00
2015     24    202342.00
2015     25    214812.00
2015     26    222685.00
2015     27    230606.00
2015     28    238860.00
2015     29    245348.00
2015     30    245435.00
2015     31    236973.00
2015     32    224487.00
2015     33    205368.00
2015     34    182430.00
2015     35    158146.00
2015     36    128708.00
2015     37    101912.00
2015     38     79551.00
2015     39     59679.00
2015     40     43829.00
2015     41     29535.00
2015     42     19286.00
2015     43     12046.00
2015     44      7152.00
2015     45      3916.00
2015     46      2102.00
2015     47      1096.00
2015     48       635.00
2015     49       422.00
2015     50       385.03
2015     51       231.22
2015     52        95.81
2015     53        33.56
2015     54         8.39
2015     55+        0.00
2016     12-       66.00
2016     13       352.00
2016     14      1835.00
2016     15      6594.00
2016     16     16419.00
2016     17     31728.00
2016     18     58761.00
2016     19     96307.00
2016     20    123838.00
2016     21    143058.00
2016     22    163726.00
2016     23    179124.00
2016     24    194232.00
2016     25    210221.00
2016     26    224441.00
2016     27    231278.00
2016     28    239182.00
2016     29    244000.00
2016     30    246333.00
2016     31    241830.00
2016     32    225374.00
2016     33    209654.00
2016     34    187851.00
2016     35    163276.00
2016     36    134925.00
2016     37    105408.00
2016     38     81663.00
2016     39     62216.00
2016     40     44628.00
2016     41     30326.00
2016     42     19321.00
2016     43     11931.00
2016     44      6934.00
2016     45      3925.00
2016     46      2057.00
2016     47      1152.00
2016     48       685.00
2016     49       438.00
2016     50       399.35
2016     51       242.74
2016     52       100.71
2016     53        34.75
2016     54         8.45
2016     55+        0.00
2017     12-       57.00
2017     13       305.00
2017     14      1555.00
2017     15      5592.00
2017     16     14369.00
2017     17     28586.00
2017     18     54213.00
2017     19     91617.00
2017     20    117220.00
2017     21    135192.00
2017     22    155108.00
2017     23    171231.00
2017     24    186029.00
2017     25    202113.00
2017     26    216638.00
2017     27    229693.00
2017     28    235353.00
2017     29    239780.00
2017     30    238707.00
2017     31    237464.00
2017     32    224446.00
2017     33    204297.00
2017     34    187003.00
2017     35    163197.00
2017     36    136080.00
2017     37    108654.00
2017     38     83197.00
2017     39     63668.00
2017     40     45257.00
2017     41     30918.00
2017     42     19905.00
2017     43     11931.00
2017     44      6802.00
2017     45      3906.00
2017     46      2238.00
2017     47      1268.00
2017     48       610.00
2017     49       461.00
2017     50       432.87
2017     51       256.58
2017     52       105.79
2017     53        36.11
2017     54         8.65
2017     55+        0.00
2018     12-       54.00
2018     13       266.00
2018     14      1416.00
2018     15      4953.00
2018     16     13088.00
2018     17     26250.00
2018     18     50088.00
2018     19     85492.00
2018     20    112264.00
2018     21    128179.00
2018     22    146171.00
2018     23    162207.00
2018     24    177354.00
2018     25    193717.00
2018     26    208541.00
2018     27    223066.00
2018     28    235469.00
2018     29    238698.00
2018     30    238759.00
2018     31    235363.00
2018     32    223605.00
2018     33    207447.00
2018     34    185523.00
2018     35    165513.00
2018     36    138958.00
2018     37    110624.00
2018     38     86166.00
2018     39     65525.00
2018     40     46286.00
2018     41     32084.00
2018     42     20022.00
2018     43     12169.00
2018     44      6820.00
2018     45      3896.00
2018     46      2158.00
2018     47      1331.00
2018     48       752.00
2018     49       479.00
2018     50       493.19
2018     51       300.22
2018     52       117.54
2018     53        38.90
2018     54         9.15
2018     55+        0.00
2019     12-       65.00
2019     13       290.00
2019     14      1432.00
2019     15      4725.00
2019     16     11862.00
2019     17     24494.00
2019     18     47473.00
2019     19     83120.00
2019     20    108588.00
2019     21    125326.00
2019     22    142329.00
2019     23    155863.00
2019     24    172236.00
2019     25    187991.00
2019     26    202294.00
2019     27    216068.00
2019     28    231145.00
2019     29    240599.00
2019     30    238367.00
2019     31    234467.00
2019     32    221868.00
2019     33    206798.00
2019     34    187781.00
2019     35    163600.00
2019     36    139837.00
2019     37    113109.00
2019     38     88079.00
2019     39     67973.00
2019     40     47906.00
2019     41     32060.00
2019     42     21005.00
2019     43     12128.00
2019     44      7053.00
2019     45      3758.00
2019     46      2167.00
2019     47      1241.00
2019     48       809.00
2019     49       561.00
2019     50       571.66
2019     51       330.05
2019     52       123.64
2019     53        38.62
2019     54         9.03
2019     55+        0.00
2020     12-       61.00
2020     13       300.00
2020     14      1404.00
2020     15      4711.00
2020     16     11418.00
2020     17     22458.00
2020     18     43068.00
2020     19     76388.00
2020     20    101769.00
2020     21    117994.00
2020     22    134781.00
2020     23    148341.00
2020     24    162710.00
2020     25    178367.00
2020     26    192114.00
2020     27    204932.00
2020     28    218940.00
2020     29    230049.00
2020     30    234502.00
2020     31    230845.00
2020     32    219261.00
2020     33    201221.00
2020     34    184155.00
2020     35    163299.00
2020     36    135327.00
2020     37    111452.00
2020     38     86999.00
2020     39     66982.00
2020     40     48048.00
2020     41     32355.00
2020     42     20686.00
2020     43     12559.00
2020     44      6922.00
2020     45      3777.00
2020     46      2092.00
2020     47      1119.00
2020     48       747.00
2020     49       499.00
2020     50       524.94
2020     51       312.19
2020     52       114.14
2020     53        35.58
2020     54         8.16
2020     55+        0.00
2021     12-       70.00
2021     13       326.00
2021     14      1481.00
2021     15      4471.00
2021     16     10298.00
2021     17     20773.00
2021     18     40169.00
2021     19     71262.00
2021     20     96601.00
2021     21    114292.00
2021     22    131596.00
2021     23    145975.00
2021     24    160020.00
2021     25    175438.00
2021     26    190703.00
2021     27    206232.00
2021     28    219720.00
2021     29    231896.00
2021     30    239782.00
2021     31    241969.00
2021     32    229177.00
2021     33    211668.00
2021     34    192459.00
2021     35    170781.00
2021     36    144214.00
2021     37    114888.00
2021     38     91626.00
2021     39     70670.00
2021     40     50411.00
2021     41     34161.00
2021     42     21669.00
2021     43     13011.00
2021     44      7080.00
2021     45      3902.00
2021     46      2139.00
2021     47      1166.00
2021     48       685.00
2021     49       470.00
2021     50       545.65
2021     51       330.32
2021     52       120.93
2021     53        35.98
2021     54         8.13
2021     55+        0.00
2022     12-       77.00
2022     13       316.00
2022     14      1432.00
2022     15      4510.00
2022     16     10213.00
2022     17     20699.00
2022     18     39325.00
2022     19     69042.00
2022     20     92512.00
2022     21    111569.00
2022     22    130552.00
2022     23    144772.00
2022     24    159280.00
2022     25    174355.00
2022     26    188828.00
2022     27    204654.00
2022     28    217830.00
2022     29    227750.00
2022     30    234924.00
2022     31    239763.00
2022     32    233121.00
2022     33    215179.00
2022     34    195800.00
2022     35    172385.00
2022     36    146592.00
2022     37    120166.00
2022     38     93833.00
2022     39     73622.00
2022     40     52892.00
2022     41     36141.00
2022     42     23509.00
2022     43     13684.00
2022     44      7889.00
2022     45      4322.00
2022     46      2303.00
2022     47      1389.00
2022     48       795.00
2022     49       503.00
2022     50       625.39
2022     51       409.21
2022     52       145.31
2022     53        41.38
2022     54         8.70
2022     55+        0.00
2023     12-       66.00
2023     13       293.00
2023     14      1407.00
2023     15      4534.00
2023     16     10714.00
2023     17     20466.00
2023     18     38362.00
2023     19     66901.00
2023     20     88217.00
2023     21    105937.00
2023     22    125584.00
2023     23    142184.00
2023     24    155048.00
2023     25    171211.00
2023     26    184375.00
2023     27    198041.00
2023     28    211390.00
2023     29    221550.00
2023     30    227808.00
2023     31    232182.00
2023     32    226762.00
2023     33    216027.00
2023     34    195273.00
2023     35    173504.00
2023     36    145562.00
2023     37    118703.00
2023     38     94464.00
2023     39     72398.00
2023     40     53506.00
2023     41     36769.00
2023     42     23657.00
2023     43     14342.00
2023     44      8059.00
2023     45      4462.00
2023     46      2292.00
2023     47      1326.00
2023     48       851.00
2023     49       573.00
2023     50       637.26
2023     51       385.13
2023     52       144.41
2023     53        41.41
2023     54         8.78
2023     55+        0.00
