Japan, Period fertility rates by calendar year and age (Lexis squares, age in completed years (ACY))
Last modified: 19/01/2026
Year    Age        ASFR
2022     15     0.00012
2022     16     0.00036
2022     17     0.00099
2022     18     0.00210
2022     19     0.00481
2022     20     0.00791
2022     21     0.01196
2022     22     0.01667
2022     23     0.02304
2022     24     0.03234
2022     25     0.04291
2022     26     0.05539
2022     27     0.06990
2022     28     0.08479
2022     29     0.09500
2022     30     0.10068
2022     31     0.09946
2022     32     0.09518
2022     33     0.09019
2022     34     0.08284
2022     35     0.07476
2022     36     0.06475
2022     37     0.05349
2022     38     0.04326
2022     39     0.03422
2022     40     0.02582
2022     41     0.01715
2022     42     0.01071
2022     43     0.00601
2022     44     0.00284
2022     45     0.00117
2022     46     0.00041
2022     47     0.00017
2022     48     0.00007
2022     49     0.00003
2022     50     0.00002
2022     51     0.00001
2022     52     0.00002
2022     53     0.00000
2022     54     0.00000
2022     55+    0.00001
2023     12-    0.00000
2023     13     0.00001
2023     14     0.00005
2023     15     0.00011
2023     16     0.00040
2023     17     0.00106
2023     18     0.00216
2023     19     0.00442
2023     20     0.00771
2023     21     0.01098
2023     22     0.01511
2023     23     0.02055
2023     24     0.02871
2023     25     0.03891
2023     26     0.05090
2023     27     0.06530
2023     28     0.07888
2023     29     0.09141
2023     30     0.09578
2023     31     0.09665
2023     32     0.09225
2023     33     0.08605
2023     34     0.08057
2023     35     0.07290
2023     36     0.06256
2023     37     0.05205
2023     38     0.04207
2023     39     0.03407
2023     40     0.02551
2023     41     0.01741
2023     42     0.01065
2023     43     0.00670
2023     44     0.00292
2023     45     0.00120
2023     46     0.00045
2023     47     0.00018
2023     48     0.00009
2023     49     0.00005
2023     50     0.00003
2023     51     0.00003
2023     52     0.00002
2023     53     0.00001
2023     54     0.00000
2023     55+    0.00002
2024     12-    0.00000
2024     13     0.00001
2024     14     0.00005
2024     15     0.00014
2024     16     0.00041
2024     17     0.00102
2024     18     0.00218
2024     19     0.00436
2024     20     0.00701
2024     21     0.01023
2024     22     0.01391
2024     23     0.01878
2024     24     0.02635
2024     25     0.03545
2024     26     0.04720
2024     27     0.06203
2024     28     0.07443
2024     29     0.08641
2024     30     0.09249
2024     31     0.09117
2024     32     0.09000
2024     33     0.08471
2024     34     0.07784
2024     35     0.07024
2024     36     0.06090
2024     37     0.05014
2024     38     0.04079
2024     39     0.03231
2024     40     0.02441
2024     41     0.01644
2024     42     0.01064
2024     43     0.00628
2024     44     0.00287
2024     45     0.00117
2024     46     0.00048
2024     47     0.00018
2024     48     0.00009
2024     49     0.00008
2024     50     0.00004
2024     51     0.00003
2024     52     0.00002
2024     53     0.00001
2024     54     0.00001
2024     55+    0.00002
